campaignid,period,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_panoramic,successful_habitat_downward,observer_habitat_panoramic,observer_habitat_downward
2020-10_south-west_BOSS,FH92,Fished,114.8714,-33.8437,NA,NA,2020-10-20T08:34:48+08:00,South-west,NA,44.1,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH61,Fished,114.8639,-33.8412,NA,NA,2020-10-20T09:06:40+08:00,South-west,NA,43.5,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH27,Fished,114.8714,-33.8362,NA,NA,2020-10-20T09:32:24+08:00,South-west,NA,42.8,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH17,Fished,114.8764,-33.8337,NA,NA,2020-10-20T09:46:43+08:00,South-west,NA,41.5,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH56,Fished,114.8664,-33.8312,NA,NA,2020-10-20T10:00:37+08:00,South-west,NA,41.9,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH96,Fished,114.8339,-33.8187,NA,NA,2020-10-20T10:40:01+08:00,South-west,NA,43.38,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH60,Fished,114.8214,-33.8162,NA,NA,2020-10-20T10:54:30+08:00,South-west,NA,44.4,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH26,Fished,114.8289,-33.8112,NA,NA,2020-10-20T11:05:07+08:00,South-west,NA,43.9,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH110,Fished,114.8214,-33.8087,NA,NA,2020-10-20T11:17:02+08:00,South-west,NA,44.9,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH48,Fished,114.8139,-33.7962,NA,NA,2020-10-20T11:30:39+08:00,South-west,NA,45,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH21,Fished,114.8089,-33.7937,NA,NA,2020-10-20T11:41:29+08:00,South-west,NA,46.3,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH18,Fished,114.8214,-33.7912,NA,NA,2020-10-20T11:55:54+08:00,South-west,NA,45.1,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH106,Fished,114.8164,-33.7887,NA,NA,2020-10-20T12:06:58+08:00,South-west,NA,46.2,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH57,Fished,114.8114,-33.7887,NA,NA,2020-10-20T12:18:13+08:00,South-west,NA,44.2,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH34,Fished,114.8839,-33.7862,NA,NA,2020-10-20T12:51:20+08:00,South-west,NA,44.6,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH7,Fished,114.8789,-33.7837,NA,NA,2020-10-20T13:04:33+08:00,South-west,NA,45.2,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH20,Fished,114.8739,-33.7862,NA,NA,2020-10-20T13:17:56+08:00,South-west,NA,42.4,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH93,Fished,114.8689,-33.7762,NA,NA,2020-10-20T13:32:44+08:00,South-west,NA,44.3,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH44,Fished,114.8639,-33.7712,NA,NA,2020-10-20T13:46:18+08:00,South-west,NA,44.5,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH14,Fished,114.8714,-33.7662,NA,NA,2020-10-20T13:59:42+08:00,South-west,NA,44.9,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH95,Fished,114.8914,-33.7587,NA,NA,2020-10-20T14:17:10+08:00,South-west,NA,47.23,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH62,Fished,114.8814,-33.7562,NA,NA,2020-10-20T14:32:04+08:00,South-west,NA,45.2,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,FH30,Fished,114.8889,-33.7512,NA,NA,2020-10-20T14:44:05+08:00,South-west,NA,46.9,NA,NA,No,Yes,NA,UWA MEG
2020-10_south-west_BOSS,261,Fished,114.9214,-33.9762,NA,NA,2020-10-30T07:00:38+08:00,South-west,NA,46.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,338,Fished,114.9225,-33.9723,NA,NA,2020-10-30T07:16:01+08:00,South-west,NA,46,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,260,Fished,114.9164,-33.9712,NA,NA,2020-10-30T07:25:21+08:00,South-west,NA,46.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,259,Fished,114.9214,-33.9687,NA,NA,2020-10-30T07:39:07+08:00,South-west,NA,46.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,258,Fished,114.9139,-33.9662,NA,NA,2020-10-30T07:48:52+08:00,South-west,NA,46.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,FH10,Fished,114.8864,-33.9862,NA,NA,2020-10-30T08:08:24+08:00,South-west,NA,42.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,FH111,Fished,114.8789,-33.9862,NA,NA,2020-10-30T08:17:49+08:00,South-west,NA,41.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,130,Fished,114.8764,-33.9812,NA,NA,2020-10-30T08:30:30+08:00,South-west,NA,40.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,152,Fished,114.8689,-33.9812,NA,NA,2020-10-30T08:39:18+08:00,South-west,NA,41.9,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,134,Fished,114.8614,-33.9837,NA,NA,2020-10-30T08:47:50+08:00,South-west,NA,41.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,133,Fished,114.8664,-33.9912,NA,NA,2020-10-30T08:58:26+08:00,South-west,NA,40.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,132,Fished,114.8714,-33.9912,NA,NA,2020-10-30T09:07:01+08:00,South-west,NA,42.7,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,FH77,Fished,114.8764,-33.9962,NA,NA,2020-10-30T09:18:46+08:00,South-west,NA,42,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,FH52,Fished,114.8889,-33.9912,NA,NA,2020-10-30T09:28:26+08:00,South-west,NA,42.8,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,244,Fished,114.9064,-34.0037,NA,NA,2020-10-30T09:46:06+08:00,South-west,NA,45.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,245,Fished,114.9014,-34.0087,NA,NA,2020-10-30T09:55:54+08:00,South-west,NA,45.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,64,Fished,114.8964,-34.0137,NA,NA,2020-10-30T10:06:10+08:00,South-west,NA,40.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,C01,Fished,114.8891,-34.015,NA,NA,2020-10-30T10:16:53+08:00,South-west,NA,40.8,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,65,Fished,114.8889,-34.0112,NA,NA,2020-10-30T10:25:08+08:00,South-west,NA,41.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,272,Fished,114.8139,-34.0087,NA,NA,2020-10-30T10:52:55+08:00,South-west,NA,50.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,337,Fished,114.8202,-34.0054,NA,NA,2020-10-30T11:01:29+08:00,South-west,NA,43.8,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,273,Fished,114.8214,-33.9987,NA,NA,2020-10-30T11:09:00+08:00,South-west,NA,46,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,328,Fished,114.8214,-33.9936,NA,NA,2020-10-30T11:16:15+08:00,South-west,NA,44.8,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,269,Fished,114.8139,-33.9887,NA,NA,2020-10-30T11:26:27+08:00,South-west,NA,47.7,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,145,Fished,114.8239,-33.9862,NA,NA,2020-10-30T11:36:14+08:00,South-west,NA,44.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,147,Fished,114.8314,-33.9812,NA,NA,2020-10-30T11:45:03+08:00,South-west,NA,43.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,158,Fished,114.8189,-33.9812,NA,NA,2020-10-30T11:57:31+08:00,South-west,NA,46.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,146,Fished,114.8214,-33.9762,NA,NA,2020-10-30T12:05:43+08:00,South-west,NA,45.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,157,Fished,114.8239,-33.9712,NA,NA,2020-10-30T12:14:40+08:00,South-west,NA,44.7,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,OMR1,Fished,114.9582,-33.9676,Claude,NA,2020-10-30T13:03:59+08:00,South-west,NA,35.6,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,OMR2,Fished,114.9551,-33.9679,Claude,NA,2020-10-30T13:15:35+08:00,South-west,NA,38,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,OMR3,Fished,114.9543,-33.9685,Claude,NA,2020-10-30T13:23:54+08:00,South-west,NA,38,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,OMR4,Fished,114.9529,-33.9682,Claude,NA,2020-10-30T13:35:02+08:00,South-west,NA,38.6,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,216,No-take,114.9164,-34.0612,Rachel,NA,2020-10-31T07:01:16+08:00,South-west,NA,47.5,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,235,Fished,114.9364,-34.0912,Rachel,NA,2020-10-31T07:11:46+08:00,South-west,NA,47,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,217,No-take,114.9189,-34.0662,Rachel,NA,2020-10-31T07:19:39+08:00,South-west,NA,46.3,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,215,No-take,114.9264,-34.0687,Rachel,NA,2020-10-31T07:28:33+08:00,South-west,NA,46.9,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,356,No-take,114.9185,-34.0696,Rachel,NA,2020-10-31T07:39:03+08:00,South-west,NA,47.2,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,218,No-take,114.9214,-34.0737,NA,NA,2020-10-31T07:53:09+08:00,South-west,NA,46.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,102,No-take,114.9114,-34.0712,NA,NA,2020-10-31T08:02:56+08:00,South-west,NA,46.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,100,No-take,114.9089,-34.0762,NA,NA,2020-10-31T08:12:11+08:00,South-west,NA,44.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,119,No-take,114.9039,-34.0762,NA,NA,2020-10-31T08:20:22+08:00,South-west,NA,43.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,101,No-take,114.8964,-34.0787,NA,NA,2020-10-31T08:29:57+08:00,South-west,NA,43.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,236,No-take,114.9239,-34.0812,NA,NA,2020-10-31T08:47:27+08:00,South-west,NA,46,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,237,Fished,114.9364,-34.0812,NA,NA,2020-10-31T08:57:11+08:00,South-west,NA,43.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,C02,No-take,114.927902,-34.085378,NA,NA,2020-10-31T09:07:10+08:00,South-west,NA,45,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,235REDO,Fished,114.9364,-34.0912,NA,NA,2020-10-31T09:17:31+08:00,South-west,NA,44.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,239,Fished,114.9314,-34.0912,NA,NA,2020-10-31T09:25:33+08:00,South-west,NA,45.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,91,No-take,114.8939,-34.0937,NA,NA,2020-10-31T09:43:27+08:00,South-west,NA,42.7,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,80,No-take,114.8889,-34.0937,NA,NA,2020-10-31T09:51:03+08:00,South-west,NA,43.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,81,No-take,114.8914,-34.0987,NA,NA,2020-10-31T09:59:33+08:00,South-west,NA,43.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,92,No-take,114.8864,-34.0987,NA,NA,2020-10-31T10:07:45+08:00,South-west,NA,41.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,210,No-take,114.8739,-34.0912,NA,NA,2020-10-31T10:19:54+08:00,South-west,NA,43.9,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,336,No-take,114.8664,-34.0924,NA,NA,2020-10-31T10:28:58+08:00,South-west,NA,43.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,195,No-take,114.8589,-34.0937,NA,NA,2020-10-31T10:37:50+08:00,South-west,NA,44.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,199,No-take,114.8614,-34.0862,NA,NA,2020-10-31T10:47:22+08:00,South-west,NA,42.7,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,16,No-take,114.8689,-34.0737,NA,NA,2020-10-31T11:16:16+08:00,South-west,NA,41.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,17,No-take,114.8764,-34.0637,NA,NA,2020-10-31T11:26:32+08:00,South-west,NA,41,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,34,No-take,114.8714,-34.0612,NA,NA,2020-10-31T11:34:38+08:00,South-west,NA,41.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,15,No-take,114.8664,-34.0612,NA,NA,2020-10-31T11:42:46+08:00,South-west,NA,41.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,223,No-take,114.8464,-34.0712,NA,NA,2020-10-31T11:58:00+08:00,South-west,NA,44.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,225,No-take,114.8339,-34.0712,NA,NA,2020-10-31T12:09:16+08:00,South-west,NA,45.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,222,No-take,114.8314,-34.0662,NA,NA,2020-10-31T12:18:32+08:00,South-west,NA,46.9,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,C03.1,No-take,114.83978,-34.066438,NA,NA,2020-10-31T12:28:05+08:00,South-west,NA,42.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,C03.2,No-take,114.83978,-34.066438,NA,NA,2020-10-31T12:35:55+08:00,South-west,NA,43.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,226,No-take,114.8439,-34.0637,NA,NA,2020-10-31T12:43:58+08:00,South-west,NA,44,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,224,No-take,114.8389,-34.0612,NA,NA,2020-10-31T12:53:00+08:00,South-west,NA,44.9,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,220,No-take,114.8439,-34.0562,NA,NA,2020-10-31T13:01:48+08:00,South-west,NA,43.9,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,353,No-take,114.8391,-34.0544,NA,NA,2020-10-31T13:11:00+08:00,South-west,NA,45,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,201,No-take,114.8339,-34.0562,NA,NA,2020-10-31T13:19:40+08:00,South-west,NA,46.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,72,Fished,114.8464,-34.0362,NA,NA,2020-10-31T13:36:24+08:00,South-west,NA,43.3,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,75,Fished,114.8539,-34.0337,NA,NA,2020-10-31T13:45:35+08:00,South-west,NA,42.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,74,Fished,114.8514,-34.0287,NA,NA,2020-10-31T13:55:30+08:00,South-west,NA,43.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,73,Fished,114.8589,-34.0287,NA,NA,2020-10-31T14:03:39+08:00,South-west,NA,42.2,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,264,Fished,114.8739,-34.0187,NA,NA,2020-10-31T14:24:30+08:00,South-west,NA,42.4,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,66,Fished,114.8814,-34.0162,NA,NA,2020-10-31T14:33:06+08:00,South-west,NA,42.5,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,339,Fished,114.8785,-34.0146,NA,NA,2020-10-31T14:40:57+08:00,South-west,NA,42.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,262,Fished,114.8739,-34.0137,NA,NA,2020-10-31T14:48:37+08:00,South-west,NA,42.1,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,263,Fished,114.8789,-34.0087,NA,NA,2020-10-31T14:57:46+08:00,South-west,NA,42.6,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,278,No-take,114.6389,-34.1112,Claude,NA,2020-11-04T07:43+08:00,South-west,NA,140,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,40,No-take,114.7139,-34.1037,Claude,NA,2020-11-04T10:31:33+08:00,South-west,NA,130,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,36,No-take,114.7189,-34.1037,Claude,NA,2020-11-04T10:42:42+08:00,South-west,NA,129,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,37,No-take,114.7189,-34.1087,Claude,NA,2020-11-04T10:54:04+08:00,South-west,NA,129,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,308,No-take,114.7289,-34.1112,Claude,NA,2020-11-04T11:08:18+08:00,South-west,NA,125,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,333,No-take,114.7251,-34.113,Claude,NA,2020-11-04T11:20:14+08:00,South-west,NA,125,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,307,No-take,114.7264,-34.1187,Claude,NA,2020-11-04T12:18:00+08:00,South-west,NA,119,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,95,No-take,114.7339,-34.1262,Claude,NA,2020-11-04T12:33:38+08:00,South-west,NA,127,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,98,No-take,114.7314,-34.1337,Claude,NA,2020-11-04T12:50:15+08:00,South-west,NA,128,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,110,No-take,114.7289,-34.1412,Claude,NA,2020-11-04T13:03:23+08:00,South-west,NA,129,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,96,No-take,114.7364,-34.1362,Claude,NA,2020-11-04T13:16:25+08:00,South-west,NA,126,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,377,No-take,114.7589,-34.1387,Claude,NA,2020-11-04T13:36:50+08:00,South-west,NA,115,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,59,No-take,114.7664,-34.1412,Claude,NA,2020-11-04T13:49:33+08:00,South-west,NA,110,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,58,No-take,114.7739,-34.1362,Claude,NA,2020-11-04T14:02:50+08:00,South-west,NA,94.3,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,62,No-take,114.7664,-34.1337,Claude,NA,2020-11-04T14:13:05+08:00,South-west,NA,108,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,297,No-take,114.7489,-34.1062,Claude,NA,2020-11-04T14:33:05+08:00,South-west,NA,115,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,295,No-take,114.7539,-34.1037,Claude,NA,2020-11-04T14:43:23+08:00,South-west,NA,112,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,331,No-take,114.7501,-34.0984,Claude,NA,2020-11-04T14:53:29+08:00,South-west,NA,111,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,313,No-take,114.7564,-34.0962,Claude,NA,2020-11-04T15:04+08:00,South-west,NA,105,Yes,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,282,No-take,114.5439,-34.1462,NA,NA,2020-11-07T06:52:16+08:00,South-west,NA,147,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,265,No-take,114.5364,-34.1487,NA,NA,2020-11-07T07:07:03+08:00,South-west,NA,148,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,340,No-take,114.5378,-34.143,NA,NA,2020-11-07T07:21:23+08:00,South-west,NA,148,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,281,No-take,114.5414,-34.1387,NA,NA,2020-11-07T07:34:00+08:00,South-west,NA,147,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,283,No-take,114.5364,-34.1387,NA,NA,2020-11-07T07:44:40+08:00,South-west,NA,149,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,342,No-take,114.4752,-34.0958,NA,NA,2020-11-07T08:22:30+08:00,South-west,NA,229,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,288,No-take,114.4814,-34.0912,NA,NA,2020-11-07T08:39:29+08:00,South-west,NA,201,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,274,No-take,114.4764,-34.0912,NA,NA,2020-11-07T08:51:59+08:00,South-west,NA,218,NA,NA,Yes,Yes,UWA MEG,UWA MEG
2020-10_south-west_BOSS,286,No-take,114.4789,-34.0787,NA,NA,2020-11-07T09:13:10+08:00,South-west,NA,203,NA,NA,Yes,Yes,UWA MEG,UWA MEG
