campaignid,period,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_panoramic,successful_habitat_downward,observer_habitat_panoramic,observer_habitat_downward
2021-05_Abrolhos_BOSS,npz6.21,No-take,113.4014,-28.0737,Claude Spencer,Claude Spencer,2021-05-11T13:59:39:00+08:00,NPZ6,npz6.21,57.4,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.31,No-take,113.3938,-28.0711,Claude Spencer,Claude Spencer,2021-05-11T14:11:16:00+08:00,NPZ6,npz6.31,81.9,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.7,No-take,113.3812,-28.0687,Claude Spencer,Claude Spencer,2021-05-11T14:23:16:00+08:00,NPZ6,npz6.7,89.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.15,No-take,113.3788,-28.0712,Claude Spencer,Claude Spencer,2021-05-11T14:33:06:00+08:00,NPZ6,npz6.15,92,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.25,No-take,113.3815,-28.0362,Claude Spencer,Claude Spencer,2021-05-11T14:53:40:00+08:00,NPZ6,npz6.25,70.6,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.1,No-take,113.3761,-28.0459,Claude Spencer,Claude Spencer,2021-05-11T15:06:51:00+08:00,NPZ6,npz6.1,90.9,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.9,No-take,113.3687,-28.0486,Claude Spencer,Claude Spencer,2021-05-11T15:19:08:00+08:00,NPZ6,npz6.9,101,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.16,No-take,113.3588,-28.0411,Claude Spencer,Claude Spencer,2021-05-11T15:33:16:00+08:00,NPZ6,npz6.16,123,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.23,No-take,113.3362,-28.041,Claude Spencer,Claude Spencer,2021-05-11T15:50:26:00+08:00,NPZ6,npz6.23,151,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.12,No-take,113.3238,-28.0486,Claude Spencer,Claude Spencer,2021-05-11T16:04:48:00+08:00,NPZ6,npz6.12,159,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.42,Fished,113.5639,-28.1213,Claude Spencer,Claude Spencer,2021-05-13T09:33:46:00+08:00,NPZ6,out6.5,48.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.50,Fished,113.5564,-28.1211,Claude Spencer,Claude Spencer,2021-05-13T09:44:13:00+08:00,NPZ6,out6.13,32,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.45,Fished,113.5316,-28.106,Claude Spencer,Claude Spencer,2021-05-13T10:00:46:00+08:00,NPZ6,out6.8,50.8,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.46,Fished,113.5215,-28.1138,Claude Spencer,Claude Spencer,2021-05-13T10:12:44:00+08:00,NPZ6,out6.9,44.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.24,No-take,113.5114,-28.0836,Claude Spencer,Claude Spencer,2021-05-13T10:31:21:00+08:00,NPZ6,npz6.24,49.3,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.18,No-take,113.5038,-28.0837,Claude Spencer,Claude Spencer,2021-05-13T11:02:11:00+08:00,NPZ6,npz6.18,50,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.47,Fished,113.4816,-28.1185,Claude Spencer,Claude Spencer,2021-05-13T11:24:51:00+08:00,NPZ6,out6.10,44,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.49,Fished,113.4764,-28.1139,Claude Spencer,Claude Spencer,2021-05-13T11:34:57:00+08:00,NPZ6,out6.12,49.6,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.38,Fished,113.4591,-28.1187,Claude Spencer,Claude Spencer,2021-05-13T11:49:00:00+08:00,NPZ6,out6.1,27.8,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.39,Fished,113.4539,-28.1139,Claude Spencer,Claude Spencer,2021-05-13T11:59:54:00+08:00,NPZ6,out6.2,36.3,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.40,Fished,113.4337,-28.1038,Claude Spencer,Claude Spencer,2021-05-13T12:14:36:00+08:00,NPZ6,out6.3,48.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.28,No-take,113.429,-28.0937,Claude Spencer,Claude Spencer,2021-05-13T12:27:11:00+08:00,NPZ6,npz6.28,47.3,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.43,Fished,113.4111,-28.1064,Claude Spencer,Claude Spencer,2021-05-13T12:45:00:00+08:00,NPZ6,out6.6,56.2,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.8,No-take,113.4012,-28.0888,Claude Spencer,Claude Spencer,2021-05-13T13:01:30:00+08:00,NPZ6,npz6.8,73.6,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.30,No-take,113.3989,-28.0912,Claude Spencer,Claude Spencer,2021-05-13T13:12:16:00+08:00,NPZ6,npz6.30,87.9,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.2,No-take,113.3863,-28.0862,Claude Spencer,Claude Spencer,2021-05-13T13:26:50:00+08:00,NPZ6,npz6.2,92,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.3,No-take,113.3864,-28.0914,Claude Spencer,Claude Spencer,2021-05-13T13:38:45:00+08:00,NPZ6,npz6.3,95.2,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.32,No-take,113.3837,-28.0963,Claude Spencer,Claude Spencer,2021-05-13T13:52:51:00+08:00,NPZ6,npz6.32,116,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.10,No-take,113.3498,-28.0798,Claude Spencer,Claude Spencer,2021-05-13T14:17:39:00+08:00,NPZ6,npz6.10,151,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.35,No-take,113.2744,-28.0417,Claude Spencer,Claude Spencer,2021-05-13T15:22:35:00+08:00,NPZ6,npz6.35,184,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.27,No-take,113.2892,-28.0688,Claude Spencer,Claude Spencer,2021-05-13T15:55:35:00+08:00,NPZ6,npz6.27,186,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz6.4,No-take,113.2764,-28.0769,Claude Spencer,Claude Spencer,2021-05-13T15:48:54:00+08:00,NPZ6,npz6.4,189,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.24,No-take,113.2072,-27.1612,Claude Spencer,Claude Spencer,2021-05-14T09:29:23:00+08:00,NPZ9,npz9.24,82.1,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.48,No-take,113.2013,-27.1527,Claude Spencer,Claude Spencer,2021-05-14T09:43:21:00+08:00,NPZ9,npz9.48,84.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.46,No-take,113.1916,-27.149,Claude Spencer,Claude Spencer,2021-05-14T09:56:50:00+08:00,NPZ9,np79.46,83.8,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.19,No-take,113.2129,-27.1465,Claude Spencer,Claude Spencer,2021-05-14T10:15:01:00+08:00,NPZ9,npz9.19,87,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.50,No-take,113.2016,-27.1444,Claude Spencer,Claude Spencer,2021-05-14T10:29:15:00+08:00,NPZ9,npz9.50,91.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.47,No-take,113.1916,-27.1397,Claude Spencer,Claude Spencer,2021-05-14T10:43:23:00+08:00,NPZ9,npz9.47,83.2,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.49,No-take,113.1883,-27.1297,Claude Spencer,Claude Spencer,2021-05-14T10:57:37:00+08:00,NPZ9,npz9.49,81.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.45,No-take,113.1821,-27.1341,Claude Spencer,Claude Spencer,2021-05-14T11:09:30:00+08:00,NPZ9,npz9.45,82.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.43,No-take,113.1779,-27.1363,Claude Spencer,Claude Spencer,2021-05-14T11:20:59:00+08:00,NPZ9,npz9.43,82.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.5,No-take,113.1603,-27.1519,Claude Spencer,Claude Spencer,2021-05-14T11:38:52:00+08:00,NPZ9,npz9.5,85.9,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.14,No-take,113.1421,-27.1561,Claude Spencer,Claude Spencer,2021-05-14T11:55:54:00+08:00,NPZ9,npz9.14,103,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.7,No-take,113.136,-27.1463,Claude Spencer,Claude Spencer,2021-05-14T12:10:39:00+08:00,NPZ9,npz9.7,103,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.16,No-take,113.1278,-27.134,Claude Spencer,Claude Spencer,2021-05-14T12:27:16:00+08:00,NPZ9,npz9.16,102,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.8,No-take,113.1204,-27.1354,Claude Spencer,Claude Spencer,2021-05-14T12:41:29:00+08:00,NPZ9,npz9.8,108,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.26,No-take,113.122,-27.1256,Claude Spencer,Claude Spencer,2021-05-14T12:55:13:00+08:00,NPZ9,npz9.26,103,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.27,No-take,113.1335,-27.1253,Claude Spencer,Claude Spencer,2021-05-14T13:08:55:00+08:00,NPZ9,npz9.27,93.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.13,No-take,113.1497,-27.1268,Claude Spencer,Claude Spencer,2021-05-14T13:24:19:00+08:00,NPZ9,npz9.13,88.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.41,No-take,113.1699,-27.1233,Claude Spencer,Claude Spencer,2021-05-14T13:40:49:00+08:00,NPZ9,npz9.41,85.5,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.44,No-take,113.1729,-27.1188,Claude Spencer,Claude Spencer,2021-05-14T13:53:11:00+08:00,NPZ9,npz9.44,85.2,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.22,No-take,113.1862,-27.1211,Claude Spencer,Claude Spencer,2021-05-14T14:07:20:00+08:00,NPZ9,npz9.22,85.7,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.6,No-take,113.1905,-27.1197,Claude Spencer,Claude Spencer,2021-05-14T14:18:47:00+08:00,NPZ9,npz9.6,90.4,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.4,No-take,113.172,-27.1088,Claude Spencer,Claude Spencer,2021-05-14T14:37:37:00+08:00,NPZ9,npz9.4,85.1,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.9,No-take,113.1518,-27.1023,Claude Spencer,Claude Spencer,2021-05-14T14:55:14:00+08:00,NPZ9,npz9.9,87.8,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.42,No-take,113.15,-27.0979,Claude Spencer,Claude Spencer,2021-05-14T15:06:31:00+08:00,NPZ9,npz9.42,87.6,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.17,No-take,113.1122,-27.101,Claude Spencer,Claude Spencer,2021-05-14T15:28:45:00+08:00,NPZ9,npz9.17,95.4,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.25,No-take,113.1066,-27.1036,Claude Spencer,Claude Spencer,2021-05-14T15:44:35:00+08:00,NPZ9,npz9.25,103,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.1,No-take,113.1022,-27.0953,Claude Spencer,Claude Spencer,2021-05-14T16:00:30:00+08:00,NPZ9,npz9.1,102,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.23,No-take,113.0833,-27.098,Claude Spencer,Claude Spencer,2021-05-14T16:22:37:00+08:00,NPZ9,npz9.23,119,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_Abrolhos_BOSS,npz9.21,No-take,113.077,-27.1128,Claude Spencer,Claude Spencer,2021-05-14T16:40:35:00+08:00,NPZ9,npz9.21,127,Yes,Yes,Yes,Yes,Claude Spencer,Claude Spencer
2021-05_PtCloates_BOSS,36,Fished,113.4711,-22.7564,Molly Gerrans,Levi Peters,2021-05-19T11:08:39+08:00,Point Cloates,outNP.12,215,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,28,Fished,113.4762,-22.7585,Molly Gerrans,Levi Peters,2021-05-19T11:26:56+08:00,Point Cloates,outNP.4,206,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,32,Fished,113.4863,-22.7537,Molly Gerrans,Levi Peters,2021-05-19T11:44:58+08:00,Point Cloates,outNP.8,194,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,45,Fished,113.4889,-22.7512,Molly Gerrans,Levi Peters,2021-05-19T12:28:38+08:00,Point Cloates,outNP.21,191,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,43,Fished,113.4991,-22.7587,Molly Gerrans,Levi Peters,2021-05-19T12:47:43+08:00,Point Cloates,outNP.19,160,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,27,Fished,113.4964,-22.7635,Molly Gerrans,Levi Peters,2021-05-19T13:00:25+08:00,Point Cloates,outNP.3,162,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,34,Fished,113.4889,-22.7662,Molly Gerrans,Levi Peters,2021-05-19T13:14:53+08:00,Point Cloates,outNP.10,179,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,47,Fished,113.4839,-22.7637,Molly Gerrans,Levi Peters,2021-05-19T13:28:30+08:00,Point Cloates,outNP.23,190,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,48,Fished,113.4688,-22.7712,Molly Gerrans,Levi Peters,2021-05-19T13:44:57+08:00,Point Cloates,outNP.24,208,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,29,Fished,113.494,-22.7758,Molly Gerrans,Levi Peters,2021-05-19T14:05:09+08:00,Point Cloates,outNP.5,152,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,40,Fished,113.4964,-22.7809,Molly Gerrans,Levi Peters,2021-05-19T14:17:36+08:00,Point Cloates,outNP.16,138,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,37,Fished,113.4886,-22.7836,Molly Gerrans,Levi Peters,2021-05-19T14:32:03+08:00,Point Cloates,outNP.13,156,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,30,Fished,113.4839,-22.7887,Molly Gerrans,Levi Peters,2021-05-19T14:46:48+08:00,Point Cloates,outNP.6,169,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,42,Fished,113.4764,-22.7887,Molly Gerrans,Levi Peters,2021-05-19T15:00:24+08:00,Point Cloates,outNP.18,184,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,39,Fished,113.4843,-22.7938,Molly Gerrans,Levi Peters,2021-05-19T15:14:50+08:00,Point Cloates,outNP.15,156,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,49,Fished,113.4864,-22.7986,Molly Gerrans,Levi Peters,2021-05-19T15:28:04+08:00,Point Cloates,outNP.25,148,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,31,Fished,113.5041,-22.7936,Molly Gerrans,Levi Peters,2021-05-19T15:43:13+08:00,Point Cloates,outNP.7,116,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,44,Fished,113.5064,-22.7912,Molly Gerrans,Levi Peters,2021-05-19T15:52:58+08:00,Point Cloates,outNP.20,114,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,19,No-take,113.5313,-22.7314,Molly Gerrans,Levi Peters,2021-05-20T08:09:34+08:00,Point Cloates,inNP.19,106,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,22,No-take,113.5337,-22.7438,Molly Gerrans,Levi Peters,2021-05-20T08:23:06+08:00,Point Cloates,inNP.22,96.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,7,No-take,113.5314,-22.7462,Molly Gerrans,Levi Peters,2021-05-20T08:33:28+08:00,Point Cloates,inNP.7,99.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,46,Fished,113.5214,-22.7463,Molly Gerrans,Levi Peters,2021-05-20T08:47:47+08:00,Point Cloates,outNP.22,113,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,26,Fished,113.5089,-22.7388,Molly Gerrans,Levi Peters,2021-05-20T09:03:48+08:00,Point Cloates,outNP.2,152,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,25,Fished,113.4913,-22.7262,Molly Gerrans,Levi Peters,2021-05-20T09:21:43+08:00,Point Cloates,outNP.1,208,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,M1,Fished,113.4986,-22.7228,Molly Gerrans,Levi Peters,2021-05-20T09:38:21+08:00,Point Cloates,NA,197,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,33,Fished,113.4963,-22.7163,Molly Gerrans,Levi Peters,2021-05-20T09:54:39+08:00,Point Cloates,outNP.9,207,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,24,No-take,113.5088,-22.7113,Molly Gerrans,Levi Peters,2021-05-20T10:14:33+08:00,Point Cloates,inNP.24,189,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,20,No-take,113.5265,-22.7187,Molly Gerrans,Levi Peters,2021-05-20T10:35:39+08:00,Point Cloates,inNP.20,120,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,12,No-take,113.5364,-22.7137,Molly Gerrans,Levi Peters,2021-05-20T10:49:29+08:00,Point Cloates,inNP.12,107,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,4,No-take,113.5415,-22.7113,Molly Gerrans,Levi Peters,2021-05-20T11:01:54+08:00,Point Cloates,inNP.4,100,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,13,No-take,113.5389,-22.7037,Molly Gerrans,Levi Peters,2021-05-20T11:16:00+08:00,Point Cloates,inNP.13,107,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,15,No-take,113.5188,-22.7037,Molly Gerrans,Levi Peters,2021-05-20T11:33:03+08:00,Point Cloates,inNP.15,168,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,2,No-take,113.5214,-22.6987,Molly Gerrans,Levi Peters,2021-05-20T11:47:07+08:00,Point Cloates,inNP.2,167,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,10,No-take,113.5238,-22.6887,Molly Gerrans,Levi Peters,2021-05-20T12:02:57+08:00,Point Cloates,inNP.10,176,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,50,No-take,113.556,-22.7026,Molly Gerrans,Levi Peters,2021-05-20T12:11:48+08:00,Point Cloates,NA,77.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,9,No-take,113.5389,-22.6937,Molly Gerrans,Levi Peters,2021-05-20T12:21:40+08:00,Point Cloates,inNP.9,114,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,21,No-take,113.544,-22.6963,Molly Gerrans,Levi Peters,2021-05-20T12:33:40+08:00,Point Cloates,inNP.21,103,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,1,No-take,113.5539,-22.6886,Molly Gerrans,Levi Peters,2021-05-20T13:03:00+08:00,Point Cloates,inNP.1,93.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2021-05_PtCloates_BOSS,18,No-take,113.5489,-22.6838,Molly Gerrans,Levi Peters,2021-05-20T13:14:58+08:00,Point Cloates,inNP.18,102,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,248,No-take,113.5473,-22.7609,Claude Spencer,Molly Gerrans,2022-05-19T08:27:25+0800,NA,NA,76.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,224,No-take,113.5487,-22.7598,Claude Spencer,Molly Gerrans,2022-05-19T08:44:41+0800,NA,NA,76.1,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,232,No-take,113.5368,-22.7576,Claude Spencer,Molly Gerrans,2022-05-19T08:59:18+0800,NA,NA,90.9,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,211,No-take,113.54,-22.7554,Claude Spencer,Molly Gerrans,2022-05-19T09:11:46+0800,NA,NA,87.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,226,No-take,113.5408,-22.7536,Claude Spencer,Molly Gerrans,2022-05-19T09:30:58+0800,NA,NA,86.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,203,No-take,113.55,-22.7548,Claude Spencer,Molly Gerrans,2022-05-19T09:44:17+0800,NA,NA,75.7,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,207,No-take,113.5552,-22.7523,Claude Spencer,Molly Gerrans,2022-05-19T10:00:48+0800,NA,NA,71.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,221,No-take,113.5483,-22.7519,Claude Spencer,Molly Gerrans,2022-05-19T10:12:53+0800,NA,NA,78.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,264,No-take,113.5389,-22.7655,Claude Spencer,Molly Gerrans,2022-05-19T10:34:40+0800,NA,NA,81.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,262,No-take,113.5347,-22.7635,Claude Spencer,Molly Gerrans,2022-05-19T10:45:55+0800,NA,NA,91,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,265,No-take,113.529,-22.7561,Claude Spencer,Molly Gerrans,2022-05-19T10:58:59+0800,NA,NA,99.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,266,No-take,113.5301,-22.7531,Claude Spencer,Molly Gerrans,2022-05-19T11:11:08+0800,NA,NA,98.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,253,No-take,113.538,-22.7509,Claude Spencer,Molly Gerrans,2022-05-19T11:26:11+0800,NA,NA,91.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,270,No-take,113.5387,-22.7511,Claude Spencer,Molly Gerrans,2022-05-19T11:37:38+0800,NA,NA,91,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,201,No-take,113.5378,-22.7488,Claude Spencer,Molly Gerrans,2022-05-19T11:50:14+0800,NA,NA,94.9,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,237,No-take,113.5462,-22.7502,Claude Spencer,Molly Gerrans,2022-05-19T12:02:40+0800,NA,NA,81.8,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,240,No-take,113.5509,-22.749,Claude Spencer,Molly Gerrans,2022-05-19T12:18:16+0800,NA,NA,75,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,255,No-take,113.5428,-22.7444,Claude Spencer,Molly Gerrans,2022-05-21T13:59:38+0800,NA,NA,87.3,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,216,No-take,113.5437,-22.7451,Claude Spencer,Molly Gerrans,2022-05-21T14:12:02+0800,NA,NA,86.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,269,No-take,113.5458,-22.7429,Claude Spencer,Molly Gerrans,2022-05-21T14:27:47+0800,NA,NA,83.1,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,231,No-take,113.5529,-22.7464,Claude Spencer,Claude Spencer,2022-05-21T14:43:17+0800,NA,NA,73.9,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,245,No-take,113.5519,-22.7436,Claude Spencer,Claude Spencer,2022-05-21T14:57:59+0800,NA,NA,75.8,Yes,Yes,Yes,NA,Gabby Cummins,NA
