"campaignid","sample","depth","multibeam_derivatives_depth","multibeam_derivatives_detrended","multibeam_derivatives_roughness","multibeam_derivatives_tpi","longitude","latitude"
"2020-10_south-west_BOSS","J5",42.7,44.2395324707031,-0.224420875310898,0.0506439208984375,-0.0082244873046875,307809.915077674,6221301.54662265
"2020-10_south-west_BOSS","J7",43.3,44.4561614990234,-0.799358546733856,0.112342834472656,-0.065399169921875,307300.93147493,6220924.98995577
"2020-10_south-west_BOSS","J17",40.6,41.2249565124512,2.91905045509338,1.33618927001953,0.0675363540649414,308272.410676473,6221244.40699164
"2020-10_south-west_BOSS","J14",41.7,36.984546661377,7.48338079452515,1.65563201904297,0.101845741271973,308697.538733627,6221663.5848859
"2020-10_south-west_BOSS","J16",41.2,43.3590316772461,0.481738716363907,1.18505859375,0.116275787353516,306940.137506722,6221871.80554896
"2020-10_south-west_BOSS","J15",40.8,43.6969909667969,0.454592138528824,1.52138900756836,0.217276096343994,307287.902285583,6222012.07623087
"2020-10_south-west_BOSS","J13",42.3,46.4090690612793,-1.94931244850159,1.68447113037109,0.504888534545898,309158.919434696,6221661.85482459
"2020-10_south-west_BOSS","J18",41.4,36.1700019836426,8.2594518661499,0.160324096679688,0.0156421661376953,308569.09164304,6221627.68758836
"2020-10_south-west_BOSS","J24",42.4,50.1854248046875,-0.956909954547882,0.131561279296875,0.0784082412719727,299534.409498616,6222549.21660245
"2020-10_south-west_BOSS","J26",42.6,50.0654983520508,-1.14881646633148,0.753036499023438,-0.16911792755127,299770.208169605,6222310.12143438
"2020-10_south-west_BOSS","J25",43,49.6046676635742,-0.632976233959198,0.0925140380859375,-0.0156536102294922,299714.415410958,6222763.87123525
"2020-10_south-west_BOSS","J32",42.9,44.2295112609863,0.168133363127708,0.188217163085938,0.0186004638671875,302761.753242545,6221352.45178764
"2020-10_south-west_BOSS","J30",42.5,44.3479652404785,-0.00350342597812414,0.315559387207031,0.0636377334594727,302572.328121386,6223345.72243591
"2020-10_south-west_BOSS","J28",42.9,44.8459434509277,0.809019684791565,0.372360229492188,-0.0494117736816406,301891.540713251,6223242.66111425
"2020-10_south-west_BOSS","J29",43.8,44.654224395752,0.351879000663757,0.220916748046875,0.0491561889648438,302210.222336559,6223449.08329634
